Car_ID,Brand,Model,Year,Price_Lakh_INR,Fuel_Type,Transmission,Engine_CC,Mileage_or_Range,Safety_Rating,Airbags,ABS,ESP,Rear_Camera,Driver_Behavior,Road_Risk,Pothole_Risk,Engine_Temperature_C,Battery_Voltage_V,Brake_Condition,Tire_Pressure_PSI,Oil_Health_Percent,Maintenance_Risk,Maintenance_Risk_Score,Accident_Risk,Accident_Risk_Score,Overall_Safety_Score,Recommendation_Score,Recommendation
639,Volkswagen,Virtus,2022,13.24,Petrol,Manual,1997,16.6,4,6,Yes,Yes,Yes,Aggressive,Medium,0.36,92.8,11.9,Good,30.1,80.4,Low,29.38971347044526,Medium,32.11321378280123,76,67.69,Recommended
640,Mahindra,Scorpio,2024,11.4,CNG,Manual,1997,22.1,5,4,Yes,Yes,Yes,Calm,High,0.39,106.8,12.75,Good,30.3,57.8,Low,26.838448657015174,Medium,38.51741671346528,78,73.41499999999999,Recommended
641,Volkswagen,Virtus,2019,11.34,Petrol,Manual,998,18.4,4,6,Yes,Yes,Yes,Normal,Low,0.18,90.2,11.96,Moderate,34.3,59.1,Low,29.06024880687533,Low,18.322012180854028,75,67.50999999999999,Recommended
642,Skoda,Kushaq,2025,11.28,Petrol,Automatic,1997,19.6,4,6,Yes,Yes,Yes,Normal,Medium,0.31,92.1,12.47,Poor,30.8,55.9,Medium,35.14960554950837,Medium,37.78399503425662,59,65.49000000000001,Recommended
643,Maruti Suzuki,Baleno,2023,10.23,Electric,Automatic,0,394.6,5,6,Yes,Yes,Yes,Normal,High,0.28,93.6,12.38,Good,30.7,74.4,Low,12.03802292525746,Medium,39.43009817312358,84,92.5975,Highly Recommended
644,Skoda,Kushaq,2025,21.19,Electric,Manual,0,355.1,4,4,Yes,Yes,Yes,Normal,Low,0.15,94.1,12.49,Poor,36.2,73.5,Low,27.208598895838506,Low,20.50355881738873,62,76.21625,Highly Recommended
645,Honda,Amaze,2022,12.09,Diesel,Manual,1997,27.1,5,6,Yes,Yes,Yes,Risky,Medium,0.25,83.4,12.31,Good,34.7,79.0,Low,1.3742140961063685,Medium,45.81763206712937,84,72.86500000000001,Recommended
646,Hyundai,Verna,2024,14.43,Electric,Manual,0,372.9,3,6,Yes,No,Yes,Aggressive,Low,0.1,91.9,12.9,Good,34.9,96.0,Low,9.251923670305956,Low,24.833728675942126,59,75.53375,Highly Recommended
647,Mahindra,XUV700,2025,19.85,Electric,Automatic,0,423.7,5,6,Yes,Yes,No,Normal,Low,0.11,82.3,12.4,Good,36.3,56.4,Low,18.038691507997026,Low,15.395724348236953,92,90.4,Highly Recommended
648,Renault,Kwid,2024,8.11,Electric,Automatic,0,359.5,4,6,Yes,Yes,No,Calm,High,0.36,99.4,12.19,Good,31.1,86.8,Low,5.412060588874023,Medium,42.909591015975025,76,81.68125,Highly Recommended
649,Renault,Triber,2026,10.56,Petrol,Automatic,2198,22.0,5,6,Yes,Yes,Yes,Risky,Low,0.09,81.7,12.4,Good,31.0,74.1,Low,3.692931754437903,Medium,37.791380779617434,86,78.0,Highly Recommended
650,Maruti Suzuki,Baleno,2023,8.92,Petrol,Manual,1197,16.5,4,4,Yes,Yes,Yes,Aggressive,Low,0.1,92.7,12.06,Moderate,31.4,100.0,Low,22.16625813269103,Low,26.898536761336914,69,64.525,Recommended
651,Tata,Curvv,2022,16.2,CNG,Manual,1290,22.0,4,2,Yes,Yes,No,Calm,Low,0.08,84.0,12.96,Good,29.1,74.3,Low,15.750236528171559,Low,6.101932108122105,80,68.3,Recommended
652,Maruti Suzuki,Dzire,2019,4.5,Diesel,Manual,1597,20.4,3,2,Yes,No,Yes,Aggressive,Low,0.02,83.9,12.56,Moderate,31.2,49.7,Low,15.751750397581347,Medium,30.494346586500026,42,52.96,Consider
653,Toyota,Urban Cruiser,2023,14.08,Petrol,Automatic,1997,24.7,4,7,Yes,Yes,Yes,Normal,Low,0.1,104.2,12.37,Good,29.8,95.1,Low,13.801508741545184,Low,10.058087254585558,88,79.305,Highly Recommended
654,Toyota,Hyryder,2021,14.72,Petrol,Manual,1290,25.5,4,2,Yes,Yes,Yes,Risky,Medium,0.1,75.9,12.99,Good,36.9,67.0,Low,20.23674953391268,Medium,42.5397826285381,66,64.525,Recommended
655,Maruti Suzuki,Brezza,2023,5.13,Diesel,Automatic,998,18.3,4,2,Yes,Yes,Yes,Calm,Medium,0.2,85.7,12.08,Poor,35.5,60.9,Medium,57.28911548342615,Medium,31.188220883614097,49,60.795,Recommended
656,Hyundai,i20,2025,11.03,CNG,Manual,998,26.0,5,6,Yes,Yes,No,Normal,Medium,0.38,98.3,12.27,Good,30.5,78.0,Low,15.229924071769767,Medium,31.05200082418604,87,72.05,Recommended
657,Mahindra,XUV700,2021,12.05,Petrol,Automatic,1497,14.0,4,6,Yes,Yes,Yes,Calm,Low,0.16,87.3,12.7,Good,30.9,56.1,Low,7.636002020003211,Low,21.306606366780265,83,75.45,Highly Recommended
658,Kia,Seltos,2025,12.08,Petrol,Automatic,1597,14.4,5,2,Yes,Yes,No,Normal,High,0.32,88.6,12.68,Good,32.6,68.2,Low,8.375127062405923,Medium,33.8654005939175,79,67.71000000000001,Recommended
659,Toyota,Innova,2023,9.21,Diesel,Manual,1497,23.4,4,4,Yes,Yes,No,Calm,Low,0.06,92.8,12.19,Good,30.7,78.0,Low,6.263599130444939,Low,6.305847033782089,85,66.75999999999999,Recommended
660,Mahindra,XUV700,2026,10.05,Petrol,Manual,1197,18.4,5,4,Yes,No,No,Normal,Low,0.13,91.6,12.68,Good,33.8,71.4,Low,7.603664780000756,Low,12.400983409620668,76,61.96,Recommended
661,Renault,Triber,2020,4.5,Petrol,Manual,1997,16.7,4,6,Yes,Yes,Yes,Normal,Low,0.24,89.9,11.98,Moderate,29.9,97.2,Low,29.138602180543796,Low,20.583571339870343,74,66.805,Recommended
662,Skoda,Kushaq,2020,11.46,Petrol,Manual,1997,16.0,4,2,Yes,Yes,Yes,Aggressive,Medium,0.23,86.1,12.23,Good,30.6,76.5,Low,10.291164115019615,Medium,32.978748228838526,71,65.35,Recommended
663,Tata,Curvv,2022,11.18,Electric,Manual,0,391.9,5,4,Yes,Yes,No,Normal,High,0.3,80.8,12.39,Good,30.5,87.1,Low,0.0,Medium,36.457731192099004,83,81.04625,Highly Recommended
664,Maruti Suzuki,Baleno,2019,4.5,Diesel,Manual,1197,18.0,4,6,Yes,Yes,Yes,Normal,Low,0.17,78.9,12.22,Good,29.0,47.9,Low,17.438948062802822,Low,15.690434248692963,84,71.5,Recommended
665,Mahindra,Thar,2023,16.04,Electric,Manual,0,345.2,4,2,Yes,Yes,Yes,Calm,Low,0.16,84.9,12.31,Good,33.3,66.0,Low,6.415826569546997,Low,13.726979242423981,78,83.045,Highly Recommended
666,Volkswagen,Taigun,2023,9.85,Diesel,Manual,2198,21.9,4,6,Yes,Yes,Yes,Risky,Low,0.0,87.3,11.97,Good,26.2,54.9,Medium,41.73016804420094,Medium,34.47621270402624,74,67.58500000000001,Recommended
667,Renault,Kwid,2026,12.5,Electric,Manual,0,331.1,4,2,Yes,Yes,Yes,Normal,Low,0.09,84.6,12.65,Poor,32.4,95.2,Low,24.78801188759391,Low,28.137413498671403,55,72.16624999999999,Recommended
668,Volkswagen,Taigun,2025,14.93,Petrol,Manual,1498,19.4,4,6,Yes,Yes,Yes,Normal,Medium,0.28,81.7,12.59,Moderate,28.7,85.1,Low,0.0,Low,27.888326808362276,76,68.11,Recommended
669,Toyota,Urban Cruiser,2024,11.24,Petrol,Manual,1199,21.0,5,4,Yes,Yes,Yes,Aggressive,Medium,0.14,96.0,12.32,Good,34.1,71.8,Low,16.137097555596757,Medium,36.54226410262451,81,70.6,Recommended
670,Tata,Harrier,2021,8.38,Diesel,Automatic,1597,27.8,5,6,Yes,Yes,Yes,Calm,Low,0.24,86.3,12.45,Good,27.8,78.8,Low,1.9356413566353963,Low,9.622340317766726,96,83.37,Highly Recommended
671,Kia,Sonet,2024,11.04,Diesel,Automatic,998,22.1,5,6,Yes,No,Yes,Aggressive,Medium,0.37,87.6,11.99,Good,30.8,82.3,Low,23.16669724786711,Medium,42.52309326457268,67,69.465,Recommended
672,Skoda,Kushaq,2024,16.9,Diesel,Automatic,1997,21.5,4,2,Yes,Yes,Yes,Normal,Low,0.23,76.5,12.14,Good,28.0,87.0,Low,7.183533472444466,Low,22.65756093280783,75,72.975,Recommended
673,Kia,Sonet,2020,8.92,CNG,Manual,1597,21.6,4,4,Yes,Yes,Yes,Normal,Low,0.16,99.4,12.58,Good,27.5,88.3,Low,4.449563202612937,Low,16.66734790864539,81,74.69,Recommended
674,Kia,Carens,2026,18.46,Electric,Manual,0,234.7,3,6,Yes,No,Yes,Normal,Low,0.1,93.6,12.57,Moderate,33.0,72.5,Low,6.130295294626605,Low,16.931776704438064,56,69.00125,Recommended
675,Kia,Sonet,2026,12.66,Petrol,Manual,1197,17.7,4,4,Yes,Yes,No,Normal,Low,0.18,86.0,12.08,Good,29.2,100.0,Low,16.933975300503345,Low,20.482020858422445,78,62.755,Recommended
676,Kia,Carens,2024,11.76,CNG,Manual,1199,27.0,4,6,Yes,Yes,No,Normal,Low,0.1,89.4,12.54,Moderate,31.3,80.2,Low,6.416380006439354,Low,23.290943799176958,77,67.69999999999999,Recommended
677,Toyota,Innova,2020,9.83,CNG,Automatic,1199,22.0,4,4,Yes,Yes,Yes,Aggressive,Low,0.06,97.3,12.5,Good,32.3,88.0,Low,6.126901469712099,Low,25.80792518070366,78,78.4,Highly Recommended
678,Mahindra,XUV700,2021,13.01,Petrol,Automatic,1498,14.7,4,4,Yes,Yes,Yes,Normal,Medium,0.19,85.6,12.44,Good,35.1,100.0,Low,0.0,Low,19.376464318654662,81,74.655,Recommended
679,Tata,Nexon,2025,11.17,Petrol,Manual,998,22.6,4,6,Yes,Yes,No,Calm,High,0.43,85.6,13.09,Moderate,27.4,93.1,Low,0.0,Medium,40.81689813750407,72,60.79,Recommended
680,Honda,Elevate,2020,11.54,CNG,Manual,1997,22.6,3,6,Yes,No,No,Normal,Low,0.01,82.9,12.51,Good,34.9,81.4,Low,4.195451353857033,Low,9.665672280103815,65,61.64,Recommended
681,Skoda,Kushaq,2025,11.01,Petrol,Manual,1197,20.2,5,6,Yes,No,No,Normal,Low,0.08,84.2,12.57,Good,29.1,57.1,Low,17.760116671989305,Low,12.744947458256652,78,63.13,Recommended
682,Mahindra,XUV 3XO,2023,14.4,Petrol,Automatic,2198,18.1,5,6,Yes,Yes,Yes,Normal,Medium,0.28,84.2,11.86,Good,33.1,76.7,Low,31.61296008803641,Low,24.945772553472736,87,77.86500000000001,Highly Recommended
683,Hyundai,Verna,2021,7.5,Electric,Manual,0,282.1,4,6,Yes,Yes,No,Calm,Medium,0.06,94.0,12.25,Poor,30.2,100.0,Low,25.741836917937334,Low,24.086942402714534,65,68.82875,Recommended
684,Maruti Suzuki,Fronx,2021,9.6,Petrol,Manual,1997,21.1,3,6,Yes,No,Yes,Normal,Medium,0.23,87.3,11.92,Good,31.2,100.0,Low,21.100591730886837,Low,27.744181005258397,56,59.364999999999995,Consider
685,Renault,Triber,2023,6.84,Petrol,Manual,1997,15.3,5,4,Yes,Yes,No,Normal,Medium,0.12,75.3,12.78,Poor,30.8,74.8,Low,30.73285344045376,Low,27.458715807974173,67,57.445,Consider
686,Honda,Elevate,2023,8.48,Diesel,Automatic,1997,14.6,4,2,Yes,No,Yes,Normal,Low,0.1,79.5,12.58,Good,37.6,52.4,Low,17.467397151561908,Low,12.696019956163829,62,66.09,Recommended
687,Renault,Kwid,2026,13.05,Petrol,Manual,998,11.4,5,4,Yes,Yes,Yes,Normal,Low,0.18,95.5,12.2,Good,32.5,45.1,Low,23.87135998966877,Low,10.720559880042405,89,72.76,Recommended
688,Honda,City,2024,17.02,Electric,Manual,0,304.5,4,4,Yes,Yes,Yes,Normal,Medium,0.04,89.7,11.6,Moderate,27.6,53.3,Medium,38.476775870596455,Low,23.91076733975971,68,77.01875,Highly Recommended
689,Tata,Nexon,2026,12.03,Diesel,Manual,1498,23.5,4,6,Yes,Yes,No,Normal,Low,0.04,88.5,13.59,Good,32.0,58.3,Low,20.812005275207568,Low,14.298972173405694,84,66.325,Recommended
690,Renault,Triber,2023,6.94,Diesel,Manual,1997,22.9,4,6,Yes,Yes,Yes,Normal,Low,0.14,89.5,12.66,Good,35.7,84.2,Low,5.644492302372321,Low,17.3918702167529,85,72.685,Recommended
691,Maruti Suzuki,Dzire,2021,11.45,Electric,Manual,0,364.1,5,6,Yes,Yes,No,Calm,Medium,0.2,84.2,12.76,Good,29.4,100.0,Low,5.450670022378622,Low,25.344222128385606,90,83.15375,Highly Recommended
692,Tata,Nexon,2023,10.24,Diesel,Manual,1997,20.5,4,4,Yes,Yes,Yes,Calm,Medium,0.15,85.6,12.16,Good,30.5,75.1,Low,11.644358284387522,Low,19.281783059139354,80,70.075,Recommended
693,Maruti Suzuki,Dzire,2024,14.87,Electric,Manual,0,368.0,4,6,Yes,Yes,No,Normal,Medium,0.06,91.7,12.33,Moderate,33.2,72.8,Low,15.484940955386676,Low,26.019366647346285,75,76.55,Highly Recommended
694,Renault,Kiger,2022,5.36,Petrol,Manual,2198,14.7,4,6,Yes,Yes,Yes,Normal,Low,0.02,72.3,12.71,Good,34.1,100.0,Low,0.0,Low,15.59797178688196,87,72.35499999999999,Recommended
695,Toyota,Urban Cruiser,2026,7.31,Petrol,Manual,1498,25.0,4,2,Yes,No,Yes,Normal,Medium,0.18,95.0,12.84,Good,30.9,93.3,Low,5.568939438021207,Low,23.95228690690909,60,61.75,Recommended
696,Tata,Punch,2021,8.96,Petrol,Automatic,1290,17.6,4,2,Yes,Yes,Yes,Normal,Low,0.28,85.0,12.51,Good,27.1,74.4,Low,6.09333074516416,Low,16.42032031817654,77,73.28999999999999,Recommended
697,Honda,City,2026,18.1,Electric,Automatic,0,366.6,4,6,Yes,Yes,Yes,Normal,Low,0.01,84.7,12.45,Good,32.9,69.5,Low,6.102553649322848,Low,12.65057534142965,87,92.89750000000001,Highly Recommended
698,Renault,Kiger,2020,4.5,Diesel,Manual,1997,19.2,4,6,Yes,No,No,Normal,Low,0.28,86.1,12.55,Good,33.1,96.5,Low,9.543318484772863,Low,12.550937298944481,71,59.83,Consider
699,Skoda,Kushaq,2023,11.79,Diesel,Manual,1597,23.8,5,4,Yes,Yes,No,Normal,Medium,0.19,80.3,12.87,Moderate,30.7,71.1,Low,16.138715416997233,Low,25.367045003921426,79,64.12,Recommended
700,Hyundai,Verna,2025,13.95,Electric,Automatic,0,256.7,4,4,Yes,Yes,No,Normal,High,0.3,84.8,13.37,Good,34.6,62.4,Low,9.715851539080996,Medium,35.27431077647502,74,76.92625000000001,Highly Recommended
701,Skoda,Slavia,2021,10.56,Petrol,Manual,1997,18.4,3,7,Yes,No,No,Normal,Low,0.08,94.5,12.06,Good,29.4,49.9,Medium,39.02507867602602,Low,6.546419746932066,63,56.11,Consider
702,Volkswagen,Taigun,2019,10.73,Diesel,Manual,1597,22.2,3,6,Yes,No,Yes,Normal,Medium,0.26,81.2,12.64,Moderate,35.8,70.3,Low,6.835096209076589,Low,29.60083214926429,52,57.730000000000004,Consider
703,Tata,Nexon,2026,5.82,Petrol,Automatic,1597,18.4,4,4,Yes,Yes,No,Normal,Low,0.15,87.6,12.3,Good,31.7,100.0,Low,0.0,Low,12.903752825359732,83,70.11,Recommended
704,Renault,Kwid,2022,4.5,CNG,Manual,1597,29.0,4,6,Yes,Yes,Yes,Normal,Medium,0.3,78.7,12.18,Good,36.8,66.6,Low,9.221935079444616,Low,26.67829768560402,81,75.80000000000001,Highly Recommended
705,Honda,Elevate,2021,8.55,CNG,Automatic,1197,28.8,4,6,Yes,Yes,Yes,Calm,Low,0.12,88.6,11.82,Good,35.1,79.2,Low,28.31214061493309,Low,3.403784991198358,87,83.47,Highly Recommended
706,Kia,Seltos,2024,9.84,CNG,Manual,1997,25.6,5,4,Yes,Yes,Yes,Normal,Low,0.15,87.9,13.12,Good,31.8,98.7,Low,6.701311268859459,Low,17.807853284615504,89,78.89,Highly Recommended
707,Toyota,Urban Cruiser,2022,14.32,Diesel,Automatic,1497,20.9,4,6,Yes,No,Yes,Calm,Low,0.16,91.5,13.02,Good,31.7,92.9,Low,4.1052612002102205,Low,16.867707166001313,70,70.63499999999999,Recommended
708,Maruti Suzuki,Fronx,2026,4.5,Petrol,Manual,1197,16.6,4,6,Yes,Yes,Yes,Normal,Low,0.09,82.7,12.62,Poor,29.5,53.1,Medium,37.969782260747856,Low,25.927682204478135,62,61.39,Recommended
709,Toyota,Urban Cruiser,2025,20.04,Electric,Automatic,0,497.4,3,6,Yes,No,No,Normal,Medium,0.21,92.9,12.38,Moderate,30.6,75.0,Low,14.41756172030075,Low,26.25303721333668,52,72.4,Recommended
710,Renault,Kiger,2022,4.74,CNG,Manual,1497,21.6,4,6,Yes,Yes,No,Aggressive,High,0.49,71.3,12.98,Good,34.4,63.6,Low,12.397562326866023,Medium,49.55953761383264,73,65.09,Recommended
711,Renault,Triber,2025,7.39,CNG,Manual,1498,29.5,4,6,Yes,Yes,Yes,Calm,Low,0.02,80.9,12.92,Moderate,31.2,69.8,Low,14.151941204250264,Low,6.881907630272158,81,75.875,Highly Recommended
712,Hyundai,Verna,2023,10.66,CNG,Automatic,2198,26.5,5,4,Yes,Yes,Yes,Aggressive,High,0.28,87.2,12.9,Moderate,29.1,90.3,Low,0.0,Medium,54.731118977153535,71,75.925,Highly Recommended
713,Mahindra,Scorpio,2023,15.39,Petrol,Manual,1199,19.2,5,6,Yes,Yes,Yes,Normal,Medium,0.27,85.9,11.86,Good,34.7,83.3,Low,8.622079751160513,Low,27.880248619305867,89,73.93,Recommended
714,Mahindra,XUV 3XO,2021,11.09,CNG,Manual,1197,28.8,4,6,Yes,Yes,Yes,Calm,Medium,0.32,93.1,11.74,Good,32.4,77.5,Low,26.93460086250842,Low,29.021292789819327,78,74.42,Recommended
715,Honda,Amaze,2025,22.32,Electric,Automatic,0,298.3,3,6,Yes,No,Yes,Normal,Low,0.05,97.7,12.66,Moderate,31.8,85.7,Low,10.356138276220015,Low,13.503554662503724,57,76.83625,Highly Recommended
716,Maruti Suzuki,Brezza,2026,14.18,Electric,Manual,0,404.5,4,2,Yes,Yes,Yes,Normal,Medium,0.21,90.7,12.85,Good,29.2,58.5,Low,14.334499557400552,Low,21.86673176315361,74,83.30000000000001,Highly Recommended
717,Kia,Seltos,2019,12.66,Electric,Manual,0,415.0,4,2,Yes,No,Yes,Normal,Low,0.05,84.8,12.42,Poor,33.3,100.0,Low,23.371690369232358,Low,24.697179698249442,42,68.9,Recommended
718,Volkswagen,Taigun,2025,10.45,Diesel,Automatic,1199,18.0,4,6,Yes,Yes,Yes,Aggressive,Low,0.22,87.2,11.7,Good,35.2,81.9,Low,19.243449526032165,Medium,34.87051671673548,77,73.35,Recommended
719,Mahindra,Thar,2019,9.34,Petrol,Manual,1290,21.2,4,4,Yes,Yes,Yes,Normal,Low,0.14,87.2,12.54,Moderate,34.7,100.0,Low,0.8982657585359624,Low,17.773711008114557,76,68.38,Recommended
720,Toyota,Hyryder,2023,14.67,Petrol,Automatic,1497,22.2,3,2,Yes,No,Yes,Calm,High,0.44,87.2,12.29,Moderate,32.9,85.3,Low,6.652061040680589,Medium,41.43695222611292,39,56.879999999999995,Consider
721,Hyundai,Exter,2021,14.94,Electric,Manual,0,288.0,5,4,Yes,No,Yes,Normal,Low,0.0,77.9,12.74,Good,30.3,70.6,Low,2.935930935778403,Low,11.937813721819781,76,80.0,Highly Recommended
722,Mahindra,Scorpio,2023,11.74,Petrol,Manual,2198,12.0,4,6,Yes,Yes,Yes,Calm,Low,0.13,99.5,12.82,Moderate,33.8,78.7,Low,12.430963772613268,Low,18.78545518924409,78,67.9,Recommended
723,Maruti Suzuki,Baleno,2026,7.79,Petrol,Manual,1597,13.0,5,6,Yes,Yes,Yes,Aggressive,Medium,0.19,81.4,11.86,Good,28.0,93.3,Low,17.41059019394984,Medium,35.939568447211514,85,71.2,Recommended
724,Toyota,Innova,2026,16.15,Electric,Manual,0,416.2,5,4,Yes,Yes,Yes,Calm,Low,0.0,75.8,13.09,Moderate,28.3,61.4,Low,15.462373216561074,Low,7.709809254146014,85,88.25,Highly Recommended
725,Renault,Kiger,2019,10.72,Diesel,Automatic,1498,20.0,5,6,Yes,Yes,Yes,Normal,Low,0.15,84.1,12.46,Good,33.0,58.2,Low,17.489850096235287,Low,14.242852806971644,92,80.4,Highly Recommended
726,Tata,Altroz,2020,6.79,Petrol,Manual,1498,21.1,4,2,Yes,Yes,Yes,Aggressive,Low,0.12,81.5,12.83,Moderate,30.4,89.6,Low,5.57661360495949,Low,18.38620956345777,71,66.11500000000001,Recommended
727,Toyota,Urban Cruiser,2026,17.88,Electric,Manual,0,250.5,3,4,Yes,No,No,Calm,High,0.22,86.3,13.38,Good,31.7,90.6,Low,3.3965327890528694,Medium,31.54003291924264,53,62.24375,Recommended
728,Kia,Carens,2024,13.66,Electric,Automatic,0,400.4,4,6,Yes,Yes,Yes,Normal,Low,0.04,91.6,12.21,Good,30.8,76.0,Low,13.907153969049329,Low,12.874046608586747,85,93.25,Highly Recommended
729,Mahindra,XUV 3XO,2020,13.83,Petrol,Manual,2198,24.6,4,4,Yes,No,No,Aggressive,High,0.45,88.2,12.81,Good,32.1,84.0,Low,8.57093777046141,Medium,53.95042289459553,53,52.540000000000006,Consider
730,Skoda,Kushaq,2021,9.53,Petrol,Manual,1497,21.4,3,2,Yes,No,Yes,Normal,Low,0.03,78.5,12.73,Moderate,31.4,73.1,Low,8.798578408866074,Low,16.610870484711405,48,55.81,Consider
731,Mahindra,Thar,2026,10.36,Electric,Manual,0,426.7,5,6,Yes,Yes,Yes,Calm,Low,0.09,82.1,12.85,Good,30.0,86.1,Low,0.3791177929712566,Low,6.484070832991988,98,94.1,Highly Recommended
732,Kia,Seltos,2022,10.39,Petrol,Automatic,2198,17.7,4,2,Yes,Yes,Yes,Normal,Medium,0.36,98.2,12.14,Moderate,32.6,56.6,Low,26.111414768511278,Low,29.32618505699043,64,67.455,Recommended
733,Toyota,Hyryder,2021,14.68,Electric,Manual,0,365.0,4,6,Yes,Yes,Yes,Normal,Low,0.2,86.1,11.86,Moderate,38.0,85.9,Low,25.618958780411468,Low,20.114559041255266,75,82.4375,Highly Recommended
734,Kia,Sonet,2024,13.68,Petrol,Manual,1997,14.7,4,2,Yes,Yes,Yes,Normal,High,0.39,79.0,12.68,Moderate,32.3,66.0,Low,9.255647812149249,Medium,38.16465609335255,63,61.555,Recommended
735,Volkswagen,Taigun,2026,18.72,Diesel,Manual,1997,15.6,3,2,Yes,No,No,Normal,Low,0.12,86.5,11.94,Moderate,31.5,74.5,Medium,37.015254205264185,Low,16.894617588541756,44,47.14,Consider
736,Toyota,Innova,2025,12.93,Petrol,Manual,1498,22.0,5,6,Yes,Yes,Yes,Normal,Low,0.11,97.8,12.82,Good,33.5,47.3,Low,19.26844513184129,Low,13.351284033275551,92,75.69999999999999,Highly Recommended
737,Hyundai,i20,2025,16.65,Electric,Manual,0,323.1,4,6,Yes,Yes,No,Normal,Low,0.18,85.8,12.26,Good,34.0,70.5,Low,4.980394065453538,Low,18.202339107972104,85,79.36625000000001,Highly Recommended
738,Toyota,Hyryder,2025,17.39,CNG,Manual,1498,22.8,4,6,Yes,Yes,Yes,Calm,Low,0.11,80.3,11.81,Good,32.8,65.6,Low,34.34891729851438,Low,16.956744311224348,81,74.87,Recommended
739,Renault,Triber,2025,7.93,Diesel,Automatic,1197,17.6,4,6,Yes,Yes,Yes,Normal,Medium,0.11,87.0,12.35,Good,29.0,85.8,Low,7.946317557208653,Low,16.93741306217405,85,76.89,Highly Recommended
740,Toyota,Innova,2020,19.7,Electric,Manual,0,346.7,4,7,Yes,Yes,No,Calm,Low,0.12,87.6,13.43,Good,34.1,80.0,Low,1.971283820525131,Low,12.909545543735977,89,82.05125000000001,Highly Recommended
741,Tata,Harrier,2021,6.25,CNG,Manual,1997,27.0,4,6,Yes,Yes,Yes,Normal,Medium,0.15,90.0,12.87,Moderate,35.5,66.3,Low,11.11731436625861,Low,26.796051282889618,75,72.8,Recommended
742,Volkswagen,Virtus,2025,7.59,Petrol,Automatic,1497,22.8,5,6,Yes,Yes,Yes,Calm,Medium,0.33,87.2,12.56,Good,32.3,67.9,Low,10.842284879129098,Low,28.84131751905897,88,79.02000000000001,Highly Recommended
743,Hyundai,Creta,2019,9.33,Petrol,Manual,1197,19.9,5,4,Yes,Yes,Yes,Aggressive,Low,0.13,101.6,12.75,Good,31.5,83.2,Low,17.77321794509478,Low,27.219839794336195,84,71.785,Recommended
744,Skoda,Slavia,2020,17.71,Electric,Manual,0,424.0,4,6,Yes,Yes,Yes,Normal,Medium,0.26,84.2,13.2,Good,36.1,82.8,Low,0.0,Medium,30.567518543286454,81,86.45,Highly Recommended
745,Volkswagen,Virtus,2023,19.1,Petrol,Automatic,1498,15.8,4,4,Yes,Yes,Yes,Normal,Low,0.09,88.1,12.3,Good,30.1,69.3,Low,7.691609312272837,Low,8.896556592576982,84,76.17,Highly Recommended
746,Toyota,Innova,2019,11.48,Diesel,Manual,1597,27.5,4,2,Yes,Yes,No,Calm,Low,0.16,93.9,12.77,Moderate,36.0,98.0,Low,14.274019797979577,Low,19.069365125628767,69,60.175,Recommended
747,Mahindra,XUV 3XO,2022,12.08,CNG,Manual,1997,22.1,4,2,Yes,Yes,Yes,Calm,Low,0.18,89.4,12.57,Good,31.0,83.1,Low,6.416353495196277,Low,10.39215664096293,79,73.86500000000001,Recommended
748,Hyundai,Verna,2026,10.48,Petrol,Manual,1199,13.4,3,6,Yes,No,Yes,Aggressive,Low,0.21,92.4,12.76,Good,34.2,98.9,Low,3.5578544577308024,Low,26.8900701451917,59,59.56,Consider
749,Hyundai,i20,2023,8.57,CNG,Manual,2198,24.5,4,2,Yes,Yes,Yes,Aggressive,Medium,0.15,84.5,12.25,Good,36.5,100.0,Low,4.183006002232928,Medium,33.47505518733447,72,71.07499999999999,Recommended
750,Honda,Elevate,2026,7.08,Petrol,Manual,1597,20.3,4,4,Yes,Yes,Yes,Calm,Low,0.07,89.7,12.95,Moderate,30.7,73.8,Low,14.248280312739695,Low,8.032621532287372,77,68.695,Recommended
751,Toyota,Hyryder,2025,18.1,Petrol,Automatic,998,15.2,4,6,Yes,Yes,Yes,Aggressive,Medium,0.3,83.7,13.46,Good,28.0,100.0,Low,2.3702083372319223,Medium,37.3655443322243,79,73.83000000000001,Recommended
752,Honda,Amaze,2019,11.25,Petrol,Automatic,1997,15.6,5,4,Yes,Yes,Yes,Normal,Medium,0.36,80.9,12.65,Poor,30.9,89.5,Low,24.89729799633983,Medium,40.252965965072526,63,66.69,Recommended
753,Toyota,Innova,2026,14.04,CNG,Manual,2198,30.5,3,2,Yes,No,No,Aggressive,Medium,0.19,81.4,13.37,Good,27.7,82.9,Low,12.015858510174201,Medium,34.42573867341399,47,54.725,Consider
754,Volkswagen,Taigun,2025,12.34,Petrol,Manual,1997,13.1,4,2,Yes,Yes,Yes,Aggressive,Low,0.14,91.4,12.61,Good,30.8,74.9,Low,15.309559027125214,Low,29.458360671276452,71,64.91499999999999,Recommended
755,Tata,Curvv,2019,13.8,Diesel,Manual,1997,18.6,4,6,Yes,Yes,Yes,Risky,Low,0.2,87.9,12.39,Moderate,33.7,81.1,Low,2.0040804264495735,Medium,40.6966400124944,71,65.74000000000001,Recommended
756,Volkswagen,Virtus,2020,10.81,Petrol,Automatic,1498,12.9,4,6,Yes,Yes,Yes,Normal,Low,0.14,94.0,12.89,Good,31.4,71.7,Low,14.009710119525995,Low,18.388125499517397,83,75.285,Highly Recommended
